,Summer Anthem,Artist,Song URI,Date,Danceability,Energy,Acousticness,Valence,Tempo,Instrumentalness
2631,Miracle, Whitney Houston,spotify:track:6LuRPg5tHDwcyXvEvrtVxP,1991,0.629,0.557,0.278,0.458,111.009,5.21e-06
2632,Touch Me (All Night Long), Cathy Dennis,spotify:track:4M47py84j3Fvm8F2llipkK,1991,0.661,0.727,0.00107,0.35,118.005,0.114
2633,Silent Lucidity, Queensryche,spotify:track:6OSyCAmXT4Gkd3OQ2aPOaF,1991,0.462,0.628,0.0534,0.0981,140.049,0.00025
2634,Here We Go, C+C Music Factory/F. Williams,N/A,1991,N/A,N/A,N/A,N/A,N/A,N/A
2635,Temptation, Corina,spotify:track:6WCJyL4KetAqEZYhRq5S3f,1991,0.609,0.771,0.000274,0.565,118.352,0.05
2636,It Aint Over til Its Over, Lenny Kravitz,spotify:track:6VnpKLtfNH4Dk09YSGPSyR,1991,0.679,0.568,0.422,0.93,159.689,0.00948
2637,Does Anybody Really Fall In Love Anymore?, Kane Roberts,spotify:track:0kKIjuEgtE5J930ugt5iJd,1991,0.38,0.657,0.0537,0.547,176.676,0.000239
2638,Every Heartbeat, Amy Grant,spotify:track:55lX3vm1G35mUpawXHK5Te,1991,0.648,0.89,0.288,0.808,126.956,0
2639,Dont Treat Me Bad, Firehouse,spotify:track:4lbhQdbiTpNP7GowZG8KsM,1991,0.616,0.807,0.000303,0.637,111.054,2.37e-05
2640,Ill Be There, The Escape Club,spotify:track:3zX2ZUPo0M8EULGmYJ87C6,1991,0.57,0.385,0.383,0.188,99.86,0.0012
2641,You Cant Play With My Yo-Yo, Yo-Yo Featuring Ice Cube,N/A,1991,N/A,N/A,N/A,N/A,N/A,N/A
2642,Fading Like A Flower (Every Time You Leave), Roxette,spotify:track:04HCXwpgp4zrBgUJZzgjMP,1991,0.71,0.467,0.522,0.535,110.006,1.26e-06
2643,Life Goes On, Poison,spotify:track:2OWKsyrgUINadOG21dR0Fh,1991,0.404,0.779,0.0181,0.373,78.838,0.00139
2644,See The Lights, Simple Minds,spotify:track:76hSXfMa3eIqWCUHCyqByb,1991,0.606,0.802,0.0358,0.519,126.081,9.88e-05
2645,I Touch Myself, Divinyls,spotify:track:6oNvmplQGUkmAh441Teows,1991,0.66,0.711,0.181,0.726,109.328,7.47e-06
2646,Joyride, Roxette,spotify:track:47PQWnMc01EmIH0PD2UuGb,1991,0.42,0.574,0.238,0.218,170.549,0.000115
2647,Love And Understanding, Cher,spotify:track:0Bukog3UlEAR9AhE4OglMk,1991,0.678,0.747,0.0364,0.641,116.067,6.59e-06
2648,Kissing You, Keith Washington,spotify:track:6LqiE1yBBf9IuTxaTpTyiF,1991,0.494,0.495,0.184,0.233,126.515,0
2649,Exclusivity, Damian Dame,spotify:track:63DGRme6rFWbHaHE8kP5ia,1991,0.728,0.803,0.0211,0.791,104.179,1.18e-05
2650,Summertime, D.J. Jazzy Jeff & The Fresh Prince,spotify:track:5cFcWAWIcnV38t4YCWQiZZ,1991,0.614,0.752,0.00328,0.444,95.018,0
2651,Written All Over Your Face, The Rude Boys,N/A,1991,N/A,N/A,N/A,N/A,N/A,N/A
2652,Wind Of Change, Scorpions,spotify:track:3ovjw5HZZv43SxTwApooCM,1991,0.48,0.535,0.371,0.293,75.766,0
2653,What Comes Naturally, Sheena Easton,spotify:track:1q6u6Ryj9wN66EPnxr6wXi,1991,0.729,0.6,0.116,0.904,106.024,0.0165
2654,Motownphilly, Boyz II Men,spotify:track:4wDSLkTUIpRsn3UbCzW9wV,1991,0.756,0.858,0.0171,0.758,114.144,2.17e-05
2655,Voices That Care, Voices That Care,spotify:track:0r4BzVZARez3ZrbL2Dek7r,1991,0.471,0.289,0.873,0.255,150.415,0.562
2656,This Time Make It Funky, Tracie Spencer,spotify:track:29PVuKcHn9oSr9ziAbQmyY,1991,0.776,0.83,0.0269,0.792,113.624,0.00267
2657,"Nights Like This (From ""The Five Heartbeats"")", After 7,N/A,1991,N/A,N/A,N/A,N/A,N/A,N/A
2658,Higher Than Hope, Daryl Braithwaite,spotify:track:4NDYghwqDXM7H4lny3hf6m,1991,0.407,0.476,0.675,0.598,113.01,3.79e-06
2659,Elevate My Mind, Stereo MC's,spotify:track:7uABD1Cd6M8SGA75OxeUqB,1991,0.844,0.593,0.145,0.75,115.148,0.571
2660,"Part Of Me, Part Of You", Glenn Frey,spotify:track:5wsflCTlGxNn2z91O7KVgK,1991,0.661,0.672,0.0554,0.417,127.303,2.95e-05
2661,Cant Forget You, Gloria Estefan,spotify:track:10gSqWsX6e6pVplEG2ovYt,1991,0.565,0.426,0.339,0.28,142.179,0
2662,My Body Says Yes, Titiyo,N/A,1991,N/A,N/A,N/A,N/A,N/A,N/A
2663,Love Desire, Sandee,spotify:track:64xtbpPovuAlNheWuCtOww,1991,0.837,0.549,0.0819,0.707,106.996,0.0501
2664,Ooh La La, David Hallyday,N/A,1991,N/A,N/A,N/A,N/A,N/A,N/A
2665,Can I Call You My Girl, PC Quest,N/A,1991,N/A,N/A,N/A,N/A,N/A,N/A
2666,Kisses In The Night, Brandon,spotify:track:0wGSi3ATuhhyIk6DiY5A37,1991,0.555,0.561,0.332,0.557,155.113,1.02e-06
2667,Dirty Love, Thunder,spotify:track:2lhE3z7LqYRLjHj7FvvtGw,1991,0.459,0.935,0.00853,0.778,119.111,0.000176
2668,Cry For Help, Rick Astley,spotify:track:0eez4Mb0ED7e9rxEPlXvbZ,1991,0.563,0.522,0.551,0.457,89.969,0
2669,Going Through The Motions, Aftershock,N/A,1991,N/A,N/A,N/A,N/A,N/A,N/A
2670,What A Price To Pay, Michael Damian,N/A,1991,N/A,N/A,N/A,N/A,N/A,N/A
2671,Where The Streets Have No Name, Pet Shop Boys,spotify:track:5bIifbcbgZHB1yhi63aJ4D,1991,0.493,0.978,0.0115,0.183,128.288,0.154
2672,You Dont Have To Go Home Tonight, The Triplets,spotify:track:4T4SmH3nUX8FnxjAZ6RXE6,1991,0.575,0.874,0.00527,0.61,132.418,0
2673,Dream Lover, The Rebel Pebbles,spotify:track:5XpfMyKakK5h6W2lAAQBqK,1991,0.528,0.819,0.00911,0.757,140.055,2.68e-05
2674,She Talks To Angels, The Black Crowes,spotify:track:7HgpYzYrBLbBLyInU2FaPY,1991,0.586,0.514,0.0553,0.334,160.094,5.04e-05
2675,More Than Ever, Nelson,spotify:track:4nDjw5rDm2H7dIvEyrIABn,1991,0.512,0.876,0.0448,0.554,97.274,0
2676,I Cant Wait Another Minute, Hi-Five,spotify:track:1CeGBbkJeKPojRmlo2gIwq,1991,0.625,0.644,0.357,0.638,147.435,0
2677,Surrender, Trixter,spotify:track:4EEAHK0c3M7CCgcQt9bfts,1991,0.574,0.395,0.0291,0.191,125.83,1.69e-05
2678,Someone, The Rembrandts,spotify:track:2SEx5I4i16LVoyIYFgjjw8,1991,0.48,0.53,0.406,0.532,79.598,0
2679,Your Love, Keith Sweat,spotify:track:0EtISCRxWQKvVTtpmtJnNd,1991,0.587,0.439,0.0518,0.527,139.935,1.33e-06
2680,Forever Amor, D'zyre,spotify:track:6Dy9ADyJYhwUT2wVqBRqBD,1991,0.762,0.955,0.143,0.891,116.944,0.0181
2681,(If There Was) Any Other Way, Celine Dion,spotify:track:51SLdcNukuaQtjTBEspsRc,1991,0.671,0.784,0.239,0.904,124.013,3.6e-06
2682,Crazy, Seal,spotify:track:2F9jMklOJOl65znIH4kc8C,1991,0.633,0.858,0.208,0.725,102.559,0.0114
2683,Hard To Handle, The Black Crowes,spotify:track:05NYcsjJwOYq4jIiKPVj9p,1991,0.599,0.79,0.00257,0.961,103.783,0.00181
2684,Move Right Out, Rick Astley,spotify:track:6DNEqC8ah284F7Kg4DskLy,1991,0.626,0.735,0.36,0.764,106.871,8.36e-05
2685,Lift Me Up, Yes,spotify:track:0KpvMmpUFIMVpY14ypSdBB,1991,0.518,0.82,0.184,0.474,92.189,1.53e-05
2686,Summer Vacation, The Party,spotify:track:7GTePWJ22W5STguGf16LLg,1991,0.785,0.703,0.012,0.507,124.007,0.85
2687,Its A Shame (My Sister), Monie Love Featuring True Image,N/A,1991,N/A,N/A,N/A,N/A,N/A,N/A
2688,Whatever You Want, Tony Toni Tone,spotify:track:4chxiKYwSBoE0pvO4Ea0uv,1991,0.698,0.665,0.0569,0.733,77.973,0
2689,Only Time Will Tell, Nelson,spotify:track:1lYxvNPeKh9ykoQSCD0jlg,1991,0.455,0.417,0.316,0.464,142.25,1.44e-06
2690,Come Again, Damn Yankees,spotify:track:6Hfvn9qguufsmHp0uk3y3r,1991,0.222,0.681,0.126,0.388,130.689,8.03e-05
2691,Round And Round, Tevin Campbell,spotify:track:7mjTuZkE1XkJnco5bVsZCf,1991,0.79,0.591,0.00335,0.725,107.197,0.00733
2692,Love On A Rooftop, Desmond Child,spotify:track:3GoeTGM9kbkVnYiWyz7Ps5,1991,0.613,0.754,0.179,0.662,107.967,1.59e-06
2693,3 A.M. Eternal, The KLF,spotify:track:4EO7E6OTT3FvYt8ORWLuSH,1991,0.626,0.876,0.000978,0.711,119.4,0.0868
2694,Break Up To Make Up, Cynthia,spotify:track:2Q4MyAQ4oIStlckiGhVsD4,1991,0.4,0.28,0.522,0.149,121.488,0
2695,Save Some Love, Keedy,spotify:track:3MiaECeCSQCVb5L2lpaROG,1991,0.683,0.743,0.57,0.591,119.906,1.86e-06
2696,Love Gets Rough, Troy Newman,N/A,1991,N/A,N/A,N/A,N/A,N/A,N/A
2697,Let The Beat Hit Em, Lisa Lisa And Cult Jam,spotify:track:5uxcZzsePjVOQxYjoURVr8,1991,0.757,0.828,0.00131,0.825,112.994,0.000706
2698,My Heart Is Failing Me, Riff,spotify:track:695sRCJTtOHIY5ACQa7qtZ,1991,0.617,0.578,0.173,0.518,90.502,0
2699,Can You Stop The Rain, Peabo Bryson,spotify:track:2OAb4bICGE8CKrTZmnCo8F,1991,0.657,0.459,0.351,0.113,119.949,0
2700,"It Must Have Been Love (From ""Pretty Woman"")", Roxette,N/A,1990,N/A,N/A,N/A,N/A,N/A,N/A
2701,Step By Step, New Kids On The Block,spotify:track:6J6RWKCPN5RFKHUKEUFjxS,1990,0.787,0.63,0.0274,0.882,125.347,6.69e-06
2702,Poison, Bell Biv DeVoe,spotify:track:6m59VvDUi0UQsB2eZ9wVbH,1990,0.829,0.573,0.00216,0.803,111.848,0.00432
2703,Hold On, Wilson Phillips,spotify:track:4VZDv8sASBS8UruUBGTFdk,1990,0.679,0.657,0.4,0.546,97.8,0
2704,Do You Remember?, Phil Collins,spotify:track:6C4BcBBnlNG0bwfZyeKSti,1990,0.677,0.5,0.117,0.525,93.051,0.0109
2705,Vogue, Madonna,spotify:track:27QvYgBk0CHOVHthWnkuWt,1990,0.737,0.88,0.00379,0.329,115.998,0.00351
2706,Ready Or Not, After 7,spotify:track:6AgDFWLbbAt2migXMbrhXT,1990,0.733,0.566,0.0966,0.775,141.94,0
2707,Hold On, En Vogue,spotify:track:3ZqjDpr3qCZnZBPcd0Hpj2,1990,0.728,0.464,0.0865,0.383,96.944,0
2708,U Cant Touch This, M.C. Hammer,spotify:track:1B75hgRqe7A4fwee3g3Wmu,1990,0.867,0.517,0.00456,0.866,133.148,0.000339
2709,Ill Be Your Shelter, Taylor Dayne,spotify:track:2kESL3CtcNIxrTNCDqesPI,1990,0.712,0.835,0.113,0.9,107.392,0.000214
2710,All I Wanna Do Is Make Love To You, Heart,spotify:track:5YjKdeES9QRJ8NmF4Xc8pV,1990,0.626,0.746,0.16,0.8,102.896,0
2711,She Aint Worth It, Glenn Medeiros Featuring Bobby Brown,N/A,1990,N/A,N/A,N/A,N/A,N/A,N/A
2712,Children Of The Night, Richard Marx,spotify:track:143aqHqvsyazR7cdJ3kvZE,1990,0.425,0.665,0.125,0.376,76.371,0.000201
2713,The Humpty Dance, Digital Underground,spotify:track:3OcQkcvTcohs8vO8Rd3sKF,1990,0.813,0.693,0.0341,0.618,103.508,0
2714,Rub You The Right Way, Johnny Gill,spotify:track:40xz60ciGIpsRtDqRfPKBE,1990,0.676,0.874,0.0216,0.844,111.871,0.00144
2715,"Baby, Its Tonight", Jude Cole,spotify:track:0Cnb92tJbXRrqi1FhfyPpY,1990,0.611,0.815,0.0438,0.7,120.985,3.12e-05
2716,"Cradle Of Love (From ""Ford Fairlane"")", Billy Idol,N/A,1990,N/A,N/A,N/A,N/A,N/A,N/A
2717,Sending All My Love, Linear,spotify:track:6zNPPFFrxmhpTQejOn1Wm1,1990,0.703,0.517,0.000407,0.768,104.833,0.0969
2718,Enjoy The Silence, Depeche Mode,spotify:track:1YwNlWLf8auhazSQUDQLFU,1990,0.641,0.812,0.155,0.822,112.777,4.43e-05
2719,Alright, Janet Jackson,spotify:track:2GHkACm48ILzrwW6NoWsnL,1990,0.714,0.828,0.00581,0.636,111.807,0.0659
2720,The Power, Snap!,spotify:track:0nQLxiNGbbUoSGrxksETLm,1990,0.74,0.88,0.0434,0.707,108.9,0.00798
2721,Girls Nite Out, Tyler Collins,N/A,1990,N/A,N/A,N/A,N/A,N/A,N/A
2722,Sittin In The Lap Of Luxury, Louie Louie,N/A,1990,N/A,N/A,N/A,N/A,N/A,N/A
2723,Nothing Compares 2 U, Sinead O'Connor,spotify:track:3nvuPQTw2zuFAVuLsC9IYQ,1990,0.511,0.574,0.0425,0.161,119.917,2.33e-05
2724,Notice Me, Nikki,spotify:track:0mP59RdCIOHah1CamEuOpC,1990,0.617,0.364,0.229,0.863,83.521,0.873
2725,Turtle Power, Partners In Kryme,spotify:track:3dFAXD9FtN2gmoZToyoJl2,1990,0.622,0.627,0.119,0.55,105.937,0
2726,Up All Night, Slaughter,spotify:track:1AsRjeavWPH8sCQbjMP8Xh,1990,0.516,0.733,0.000373,0.552,98.006,0.00716
2727,When Im Back On My Feet Again, Michael Bolton,spotify:track:47SOobTLWvyZpUfpmuUARJ,1990,0.429,0.326,0.377,0.185,77.849,0
2728,Mentirosa, Mellow Man Ace,spotify:track:3P6fS71hWhZvOnnxQojJ0Z,1990,0.966,0.505,0.0678,0.826,113.592,0
2729,Ooh La La (I Cant Get Over You), Perfect Gentlemen,N/A,1990,N/A,N/A,N/A,N/A,N/A,N/A
2730,Vision Of Love, Mariah Carey,spotify:track:0gLQ6jhJsyYfl7PrD1RZ7X,1990,0.256,0.463,0.442,0.354,205.362,0
2731,You Cant Deny It, Lisa Stansfield,spotify:track:2RRYjmsQ4rIibo35biTxrJ,1990,0.661,0.751,0.359,0.896,100.734,8.1e-05
2732,Dare To Fall In Love, Brent Bourgeois,spotify:track:5JQrEuJkyo6s1FRW9znnxm,1990,0.708,0.522,0.421,0.522,154.854,0.913
2733,The Ballad Of Jayne, L.A. Guns,spotify:track:0gTEvnqaTPmrDvzbKZtQuw,1990,0.455,0.363,0.0337,0.167,61.496,3.1e-05
2734,Club At The End Of The Street, Elton John,spotify:track:3spWfMlB39jSkstIslYnvG,1990,0.65,0.755,8.12e-05,0.782,124.844,0.0145
2735,Ill See You In My Dreams, Giant,spotify:track:5Pr7EYxfxsduely39MZBvF,1990,0.402,0.498,0.0741,0.115,132.728,0.000637
2736,Nicety, Michel'le,spotify:track:1vw9MuorZMUxhsQBGsgyo1,1990,0.83,0.712,0.0105,0.814,103.141,0.24
2737,"King Of Wishful Thinking (From ""Pretty Woman"")", Go West,spotify:track:6Ima69MmEL33MaVPmoYOkn,1990,0.672,0.782,0.326,0.543,109.0,2.11e-06
2738,Love Is, Alannah Myles,spotify:track:3IYb8pVjQG77awbkC4CuBV,1990,0.654,0.924,0.00309,0.506,101.154,0.00231
2739,Bad Of The Heart, George LaMond,spotify:track:4XZxZXXdpclvC2BkbKtENJ,1990,0.625,0.727,0.00362,0.789,118.039,0.000316
2740,Make You Sweat, Keith Sweat,spotify:track:4L9VA69sfZKK5HAs5zP22I,1990,0.62,0.514,0.431,0.453,140.062,0
2741,When I Dream Of You, Tommy Page,spotify:track:7dtxgjo3IOPKgR7koxzjY8,1990,0.461,0.495,0.47,0.177,91.865,1.2e-06
2742,Kiss This Thing Goodbye, Del Amitri,spotify:track:7DXJcM8STp1D7YiF6uN1Jq,1990,0.694,0.534,0.113,0.778,117.315,0.0065
2743,Dont Go Away Mad (Just Go Away), Motley Crue,spotify:track:2zZ8l0uehjvGhJR5SMN9Jl,1990,0.287,0.958,0.00547,0.579,118.36,0.0167
2744,I Wanna Be Rich, Calloway,spotify:track:7bsjiN3YzvnxtsWLMuPvur,1990,0.721,0.905,0.00533,0.735,113.983,4.45e-05
2745,Expression, Salt-N-Pepa,spotify:track:1lXs8UWoQr7wMjHdxQI2XA,1990,0.936,0.582,0.0348,0.87,107.756,2.59e-06
2746,Always And Forever, Whistle,spotify:track:6A8ZWP9TV2Ygd88Kv8sUBP,1990,0.347,0.236,0.688,0.281,170.154,0
2747,If Wishes Came True, Sweet Sensation,spotify:track:5gAdATsfINRIljv4LbrKX2,1990,0.493,0.453,0.0944,0.188,143.725,0.00467
2748,Could This Be Love, Seduction,spotify:track:3vlhjgeKW3u1Fjzf6JiJvo,1990,0.524,0.486,0.513,0.301,73.973,0
2749,"Doubleback (From ""Back To The Future Part III"")", ZZ Top,N/A,1990,N/A,N/A,N/A,N/A,N/A,N/A
2750,The Blues, Tony Toni Tone,spotify:track:4yEm2XJnOo81v1ogSjCsMl,1990,0.88,0.707,0.0242,0.788,101.883,0
2751,House Of Pain, Faster Pussycat,spotify:track:46Qy1xAr2K7rylRYwdQ6Gw,1990,0.519,0.61,0.0766,0.232,121.324,6.49e-05
2752,Pure, Lightning Seeds,spotify:track:0DDykf0aTBt36UFKSJ7Ebs,1990,0.565,0.558,0.143,0.121,92.009,0.421
2753,Possession, Bad English,spotify:track:4c9pXEaHBDpQT2HnXOUult,1990,0.514,0.603,0.117,0.371,99.985,0
2754,Your Baby Never Looked Good In Blue, Expose,spotify:track:4jK7wyYptlOiNrrYDyAUDt,1990,0.561,0.498,0.622,0.367,138.172,0.000122
2755,Welcome To The Real World, Jane Child,spotify:track:37o0UBywazf2Xcy3297Que,1990,0.625,0.721,0.00703,0.851,104.651,1.33e-06
2756,"""B"" Girls", Young And Restless,spotify:track:7AiGl9XO87W4FyqLKiZerB,1990,0.615,0.497,0.016,0.769,193.762,0
2757,This Old Heart Of Mine, Rod Stewart With Ronald Isley,spotify:track:3m45HJIgE7BIneHxczYYjT,1990,0.672,0.838,0.408,0.75,119.835,0
2758,Bounce Back, Alisha,N/A,1990,N/A,N/A,N/A,N/A,N/A,N/A
2759,My Kinda Girl, Babyface,spotify:track:4D288d9iTLDzEEETt5D8y3,1990,0.711,0.804,0.0548,0.69,99.927,0.000314
2760,What It Takes, Aerosmith,spotify:track:2fAYTT9kcUm8tnUrhD80sC,1990,0.521,0.728,0.0291,0.462,142.877,2.49e-06
2761,Show Me, Howard Hewett,spotify:track:2HSMrHh9SHsseatqlycgHa,1990,0.398,0.509,0.594,0.459,68.761,0
2762,Across The River, Bruce Hornsby & The Range,spotify:track:2qCMV2h9DCOgraXKrTsAJg,1990,0.551,0.561,0.0585,0.878,149.197,0.184
2763,Deadbeat Club, The B-52s,spotify:track:73bJ24XyBd3cRlsyG91F07,1990,0.717,0.825,0.02,0.939,126.984,4.95e-05
2764,The Right Combination, Seiko & Donnie Wahlberg,spotify:track:0sNol4lbk80WjeeqXOIkcf,1990,0.557,0.391,0.0351,0.14,144.007,0.77
2765,Bang Bang, Danger Danger,spotify:track:4p4YiROw0qF059Mcstu8rl,1990,0.605,0.937,0.1,0.617,126.978,0
2766,I Didnt Want To Need You, Heart,spotify:track:1YkQGGaaE5Qqes82meBdOi,1990,0.291,0.804,0.149,0.483,178.046,5.23e-06
2767,Let Me Be Your Lover, The U-Krew,N/A,1990,N/A,N/A,N/A,N/A,N/A,N/A
2768,The Girl I Used To Know, Brother Beyond,spotify:track:7wKqQRRKjhstqSLNjoi5Ik,1990,0.465,0.886,4.64e-05,0.954,185.595,0.0271
2769,Counting The Days, Joey Kid,spotify:track:349H2E0ZhBGjYLhcAQcAxE,1990,0.654,0.92,0.00527,0.718,118.368,0.000621
2770,Epic, Faith No More,spotify:track:4ReyTz0y3TGkX48wO3Llot,1990,0.358,0.893,0.0222,0.262,174.238,0.0524
2771,How Can We Be Lovers, Michael Bolton,spotify:track:0ZUjPkZKjzRi6bgIuJovfY,1990,0.399,0.708,0.118,0.688,207.424,0
2772,The Heart Of The Matter, Don Henley,spotify:track:7jZ4UZAmg006Qx3rVuF7JI,1990,0.576,0.512,0.26,0.392,88.145,0
2773,The Other Side, Aerosmith,spotify:track:74pHYWfOGQ1VYq1VATtQTg,1990,0.532,0.979,0.135,0.746,126.76,7.93e-06
2774,Jealous Again, The Black Crowes,spotify:track:5BxeyZpeEHaFzlhefhWkqd,1990,0.641,0.854,0.132,0.679,114.433,0
2775,Dont Wanna Fall In Love, Jane Child,spotify:track:6eozUVzr02EXMji1vuxgiP,1990,0.708,0.681,0.0152,0.814,111.574,3.43e-05
2776,Follow My Heartbeat, A'me Lorain,N/A,1990,N/A,N/A,N/A,N/A,N/A,N/A
2777,All Around The World, Lisa Stansfield,spotify:track:4oDE2kdP0JksBFuvMNZYyS,1990,0.436,0.914,0.552,0.765,101.211,1.68e-06
2778,Coming Of Age, Damn Yankees,spotify:track:1VMqkvlOqaH0HP0nsj1bx5,1990,0.563,0.866,0.154,0.582,125.884,0
2779,Were All In the Same Gang, The West Coast Rap All-Stars,N/A,1990,N/A,N/A,N/A,N/A,N/A,N/A
2780,Got To Tell Me Something, Ana,N/A,1990,N/A,N/A,N/A,N/A,N/A,N/A
2781,Rise To It, KISS,spotify:track:7gAHDwN4iqkjFozSODtWBn,1990,0.547,0.87,0.293,0.333,130.675,0.00144
2782,Time After Time, Timmy T.,spotify:track:2drQ6wg2hdl6RDslarifh8,1990,0.641,0.573,0.191,0.5,149.826,0
2783,Dont You Love Me, 49-ers,N/A,1990,N/A,N/A,N/A,N/A,N/A,N/A
2784,Love Child, Sweet Sensation,spotify:track:5gAdATsfINRIljv4LbrKX2,1990,0.493,0.453,0.0944,0.188,143.725,0.00467
2785,Talk To Me, Anita Baker,spotify:track:6i7I92w0Hqy0SXD9wTrPxS,1990,0.462,0.596,0.351,0.388,188.181,0
2786,"The Downeaster ""Alexa""", Billy Joel,spotify:track:39cFQHfY6tsdMRmSbFse3X,1990,0.457,0.808,0.11,0.681,89.893,0
2787,Chain Of Fools, Little Caesar,spotify:track:4ZEfcU9wBWXqLE45x0oWvA,1990,0.614,0.765,0.00339,0.606,116.133,1.5e-05
2788,Here And Now, Luther Vandross,spotify:track:1k2AyzI8PYSIASKaMK5CFp,1990,0.578,0.405,0.531,0.232,75.08,0
2789,Cruising For Bruising, Basia,spotify:track:335fy6LtJ4w1DjhDn2r2os,1990,0.765,0.799,0.0912,0.976,120.05,0.000743
2790,I Melt With You, Modern English,spotify:track:78ocJAEFOYKVjYgXZ8fggD,1990,0.53,0.647,0.00223,0.726,154.818,0.485
2791,Whip Appeal, Babyface,spotify:track:3kSRHg7YZPSzJo8sxaBsJD,1990,0.456,0.537,0.304,0.588,73.01,0
2792,Get A Life, Soul II Soul,spotify:track:5HRaxiZNh5CDACzSSYleHx,1990,0.761,0.715,0.00321,0.715,101.132,0.0989
2793,The Emperors New Clothes, Sinead O'Connor,spotify:track:0xGKuYwIum3qUbJ2NgnwY8,1990,0.736,0.711,0.0182,0.709,123.165,0.000798
2794,"Tomorrow (A Better You, Better Me)", Quincy Jones With Tevin Campbell,N/A,1990,N/A,N/A,N/A,N/A,N/A,N/A
2795,What Are You Doing With A Fool Like Me, Joe Cocker,spotify:track:1ADmyvNaireK0kH2xNdVyO,1990,0.335,0.549,0.252,0.48,141.547,0
2796,If U Were Mine, The U-Krew,N/A,1990,N/A,N/A,N/A,N/A,N/A,N/A
2797,Room At The Top, Adam Ant,spotify:track:1g5yk9XKqP0B5MS3P27myM,1990,0.684,0.889,0.00345,0.858,118.167,0.000117
2798,All That Glitters Isnt Gold, The Cover Girls,spotify:track:6HoFcVqhRM3JXfByq0t5go,1990,0.665,0.822,0.189,0.795,117.34,0.00673
2799,Thats The Way Of The World, D-Mob With Cathy Dennis,N/A,1990,N/A,N/A,N/A,N/A,N/A,N/A
2800,Satisfied, Richard Marx,spotify:track:4V87hYB94wu8DFtd901riK,1989,0.572,0.914,0.0717,0.843,108.991,0.00776
2801,Ill Be Loving You (Forever), New Kids On The Block,spotify:track:1cy5US2dffz6QGBAIzOGkq,1989,0.598,0.282,0.282,0.305,134.706,0
2802,Buffalo Stance, Neneh Cherry,spotify:track:3XWgwgbWDI56mf1Wl3cLzb,1989,0.708,0.627,0.0113,0.764,107.248,3.13e-05
2803,Baby Dont Forget My Number, Milli Vanilli,spotify:track:3t4EJY6cTsb6FyP1EQzajK,1989,0.851,0.649,0.00543,0.846,100.302,0.0029
2804,Good Thing, Fine Young Cannibals,spotify:track:76ZnyGfjQZSM8GPfR7OqiJ,1989,0.747,0.586,0.0708,0.893,164.718,8e-05
2805,"Wind Beneath My Wings (From ""Beaches"")", Bette Midler,spotify:track:7Gx5ET7dUsVu79MHwfgBoI,1989,0.404,0.21,0.994,0.143,136.859,0.921
2806,This Time I Know Its For Real, Donna Summer,spotify:track:47XPUkAsZjZ96UzaYO7sEC,1989,0.614,0.866,0.00812,0.846,116.054,0.00984
2807,Every Little Step, Bobby Brown,spotify:track:0s6e7ZafqOAUBDoQYGmxrc,1989,0.797,0.656,0.00721,0.948,99.828,0
2808,Miss You Like Crazy, Natalie Cole,spotify:track:1fDmIkJoVxPge6hAxwJIM9,1989,0.596,0.546,0.633,0.255,131.123,0.00381
2809,Cry, Waterfront,spotify:track:4FbFW31putWTiw9dZ24H8U,1989,0.743,0.47,0.0754,0.664,101.826,0.164
2810,If You Dont Know Me By Now, Simply Red,spotify:track:7DFawVSjI88xR9mjnWwURg,1989,0.638,0.352,0.492,0.204,94.173,0
2811,I Drove All Night, Cyndi Lauper,spotify:track:3J0AoQhAufniMrznCRJASD,1989,0.703,0.706,0.233,0.766,131.067,0.00109
2812,Express Yourself, Madonna,spotify:track:6ioBgySxoeQKALvAeLEmId,1989,0.667,0.93,0.0108,0.893,115.57,0
2813,I Wont Back Down, Tom Petty,spotify:track:7gSQv1OHpkIoAdUiRLdmI6,1989,0.783,0.502,0.0512,0.962,114.02,3.15e-06
2814,Toy Soldiers, Martika,spotify:track:6YHpaawV0C88rwt2bQE6jV,1989,0.522,0.441,0.416,0.199,130.133,0
2815,What You Dont Know, Expose,spotify:track:5nJXgY6kDVt7PGt1SmjLVi,1989,0.67,0.887,0.152,0.902,119.594,2.32e-06
2816,The Doctor, The Doobie Brothers,N/A,1989,N/A,N/A,N/A,N/A,N/A,N/A
2817,Close My Eyes Forever, Lita Ford (Duet With Ozzy Osbourne),N/A,1989,N/A,N/A,N/A,N/A,N/A,N/A
2818,Veronica, Elvis Costello,spotify:track:5zHgT1ibsBrSOEnQwZapto,1989,0.63,0.757,0.128,0.737,153.989,4.9e-05
2819,Coming Home, Cinderella,spotify:track:3NMrFNUronZFe2m5JsKfl2,1989,0.476,0.729,0.0555,0.539,116.095,0.000509
2820,"Rock On (From ""Dream A Little Dream"")", Michael Damian,N/A,1989,N/A,N/A,N/A,N/A,N/A,N/A
2821,Rooms On Fire, Stevie Nicks,spotify:track:0QVlQTzp10Tj4Xql9ZRJzo,1989,0.615,0.921,0.0731,0.744,126.947,0.000179
2822,Into The Night, Benny Mardones,spotify:track:0rhyBUAgNXwdyvGVXSrLzc,1989,0.585,0.692,0.499,0.518,81.954,0
2823,Crazy About Her, Rod Stewart,spotify:track:60tCUGmI1Yhz5gLjXhplXx,1989,0.74,0.628,0.0507,0.755,107.873,7.63e-05
