,Winter Anthem,Artist,Song URI,Date,Danceability,Energy,Acousticness,Valence,Tempo,Instrumentalness
2569,Games, Chuckii Booker,spotify:track:1zyqa3Hv2KpCGz8L9AirJi,1992,0.642,0.422,0.0393,0.642,185.834,0.0101
2570,When I Look Into Your Eyes, Firehouse,spotify:track:1yJWqYYDQge60nZKdLyiZU,1992,0.396,0.612,0.00288,0.241,146.759,4.71e-05
2571,I Got A Man, Positive K,spotify:track:4iAYo83eWlktjw97oebIal,1992,0.808,0.753,0.0789,0.796,103.753,0
2572,"Baby, I Believe In You", George LaMond,N/A,1992,N/A,N/A,N/A,N/A,N/A,N/A
2573,Sexual, Goddess,spotify:track:4sNpQHNf6ER3MgmHCYxhES,1992,0.198,0.233,0.405,0.0325,84.587,0.0224
2574,"Its Alright (From ""South Central"")", Classic Example,N/A,1992,N/A,N/A,N/A,N/A,N/A,N/A
2575,Dont Walk Away, Jade,spotify:track:7tsRp7QKUBp6hc9bth0h7x,1992,0.831,0.915,0.147,0.881,102.979,0.00571
2576,Chains Around My Heart, Richard Marx,spotify:track:04RhEX12gZhGanoLLe75sM,1992,0.481,0.467,0.134,0.115,81.054,1.94e-05
2577,Right Now, Al B. Sure!,spotify:track:1QMPBl368FXsYyQX533bhl,1992,0.635,0.522,0.306,0.47,163.881,0
2578,"The Right Kind Of Love (From ""Beverly Hills, 90210"")", Jeremy Jordan,N/A,1992,N/A,N/A,N/A,N/A,N/A,N/A
2579,Forever In Love, Kenny G,spotify:track:6mBzwM0fZWRgiNVFHUzknM,1992,0.357,0.493,0.261,0.102,81.212,0.111
2580,I Missed The Bus, Kris Kross,spotify:track:793gh4IXh7mQsMBhvcJRlt,1992,0.811,0.634,0.00469,0.273,107.915,0.00943
2581,Wicked, Ice Cube,spotify:track:3mXfH030L2E8A6iuf0bCvR,1992,0.801,0.971,0.195,0.597,106.939,0
2582,Sesames Treet, Smart E's,spotify:track:1dqgx06EhFMvMqkWjGrOmE,1992,0.751,0.908,0.000588,0.744,144.912,0.0599
2583,No One Else On Earth, Wynonna,spotify:track:52PGtJuGEFNVOnRdLac1Av,1992,0.775,0.861,0.188,0.964,98.649,4.2e-06
2584,Symphony Of Destruction, Megadeth,spotify:track:51TG9W3y9qyO8BY5RXKgnZ,1992,0.61,0.891,0.000805,0.51,139.903,0.0928
2585,Yesterdays, Guns N' Roses,spotify:track:5C2w2I5WlJD8MNIlkVVT3M,1992,0.827,0.184,0.87,0.533,136.042,0.315
2586,This Could Be The One, Bad Company,spotify:track:5xwosKJ1p4NP0Y1wKslyh2,1992,0.475,0.58,0.018,0.419,169.983,1.86e-05
2587,Understand This Groove, Sound Factory,N/A,1992,N/A,N/A,N/A,N/A,N/A,N/A
2588,Couldve Been Me, Billy Ray Cyrus,spotify:track:6x3GOzUYQE9nmQYSY8Lyrg,1992,0.624,0.603,0.0799,0.504,120.549,0
2589,Pick It Up, Home Team,spotify:track:4Va4w2wDvpAlRgBQSzDfUw,1992,0.91,0.665,0.000132,0.284,111.899,0.515
